0,1,2,3,4,5,6
0.06457022577524185,0.005509700160473585,0.00017017697973642498,8.033892981984536e-07,0.9297332167625427,1.5872852600296028e-05,0
0.13817982375621796,0.34592971205711365,0.0799495205283165,0.0008736499585211277,0.4344954490661621,0.0005718822940252721,1
0.18125008046627045,0.18189510703086853,0.3598833978176117,0.15628810226917267,0.12034590542316437,0.0003373970976099372,2
0.9801309108734131,0.01213243417441845,0.00021469872444868088,9.993615179837434e-08,0.007519813254475594,1.9564672584237996e-06,0
0.1663925051689148,0.14205434918403625,0.25377824902534485,0.264056533575058,0.1735377311706543,0.00018062375602312386,0
0.05547858774662018,6.298723019426689e-05,1.2510515261965338e-05,4.959422881256614e-07,0.9444410800933838,4.3212839955231175e-06,3
0.054069884121418,0.6031796932220459,0.0052026850171387196,2.1632533389492892e-05,0.33748579025268555,4.0355618693865836e-05,4
0.0377315990626812,0.015038900077342987,0.016701094806194305,0.9219312071800232,0.0085848243907094,1.2259153663762845e-05,1
0.01471741497516632,0.39530742168426514,0.01333401259034872,0.4735819399356842,0.10304601490497589,1.319251077802619e-05,4
0.05547858774662018,6.298723019426689e-05,1.2510515261965338e-05,4.959422881256614e-07,0.9444410800933838,4.3212839955231175e-06,3
0.36763083934783936,0.10646911710500717,0.007404224015772343,0.0033054673112928867,0.5151074528694153,8.296846499433741e-05,3
0.16894306242465973,0.2149934619665146,0.21764101088047028,0.21862080693244934,0.17964129149913788,0.00016042323841247708,2
0.1351350098848343,0.23579712212085724,0.16055290400981903,0.3782879114151001,0.09018351882696152,4.353431359049864e-05,4
0.12291652709245682,0.20827795565128326,0.1426236927509308,0.4659566283226013,0.06019904837012291,2.61333589151036e-05,0
0.12922847270965576,0.20004808902740479,0.15008196234703064,0.46811187267303467,0.05250707268714905,2.2492338757729158e-05,4
0.14052319526672363,0.20166534185409546,0.16232237219810486,0.44454196095466614,0.050925735384225845,2.1429483240353875e-05,4
0.1491939276456833,0.2045142948627472,0.17054463922977448,0.4249432682991028,0.050783026963472366,2.087225038849283e-05,1
0.15501445531845093,0.20669302344322205,0.17519953846931458,0.41207778453826904,0.0509946383535862,2.0499197489698417e-05,4
0.8885771632194519,0.02898097224533558,5.149997377884574e-05,0.07054203748703003,0.011845706030726433,2.6461630113772117e-06,0
0.006998277734965086,0.0007537599303759634,3.0183942726580426e-05,0.9918553829193115,0.0003621834912337363,2.536601471092581e-07,4
0.7129676342010498,0.22511135041713715,0.0001277047849725932,0.005768506787717342,0.05601605027914047,8.692392839293461e-06,0
0.40148621797561646,0.11744506657123566,0.17919893562793732,0.21242554485797882,0.08932499587535858,0.00011923549027414992,1
0.20090985298156738,0.23185046017169952,0.17856407165527344,0.34354642033576965,0.04508201777935028,4.7188641474349424e-05,1
0.1683264970779419,0.24020303785800934,0.13959991931915283,0.4109664559364319,0.04086849093437195,3.552685666363686e-05,4
0.14982424676418304,0.22455433011054993,0.11935736238956451,0.46845313906669617,0.03777862712740898,3.226155968150124e-05,1
0.14251862466335297,0.21085166931152344,0.11270992457866669,0.4986109137535095,0.03527791053056717,3.092112092417665e-05,4
0.8198974132537842,0.005324890837073326,1.9682694983202964e-05,0.17335763573646545,0.0013992206659168005,1.3054313967586495e-06,0
0.04314607381820679,0.01374356634914875,2.4442767880827887e-06,0.9423231482505798,0.000784145959187299,5.10977031353832e-07,4
0.11747393012046814,0.005227420479059219,5.540468919207342e-06,0.8766555190086365,0.0006369734765030444,6.753529078196152e-07,4
0.054956480860710144,0.010507039725780487,2.135211616405286e-05,2.345657230762299e-05,0.9344900846481323,1.5463099316548323e-06,0
0.13871842622756958,0.29174524545669556,0.11730454862117767,0.2176155000925064,0.23449021577835083,0.00012596111628226936,4
0.10833409428596497,0.30598580837249756,0.17053677141666412,0.33051779866218567,0.0845537856221199,7.172657205956057e-05,1
0.07608431577682495,0.24795636534690857,0.1358172744512558,0.4960688054561615,0.044034287333488464,3.890124935423955e-05,4
0.07508840411901474,0.23547659814357758,0.13543671369552612,0.5161582827568054,0.03780708834528923,3.294785346952267e-05,1
0.07936758548021317,0.23620456457138062,0.14271648228168488,0.5047582983970642,0.03692104294896126,3.199769707862288e-05,4
0.029656220227479935,0.7321538925170898,0.000811576668638736,4.115530464332551e-05,0.23733246326446533,4.6118070713419e-06,1
0.011682664044201374,0.00011958106188103557,1.5507330317632295e-05,6.69248692020119e-08,0.9881800413131714,2.0865193164354423e-06,3
0.12740014493465424,0.07705409824848175,0.4960448741912842,0.09419916570186615,0.20504939556121826,0.00025222543627023697,3
0.10203470289707184,0.2467237114906311,0.15956753492355347,0.37027060985565186,0.12134026736021042,6.316132930805907e-05,0
0.08594898134469986,0.20043803751468658,0.11983263492584229,0.5312843322753906,0.06246759742498398,2.8440010282793082e-05,4
0.08916298300027847,0.1805565059185028,0.1273958832025528,0.5552746653556824,0.04758896678686142,2.099383891618345e-05,2
0.6510370969772339,0.2882508933544159,4.704517778009176e-05,0.000508162600453943,0.06015191227197647,4.8524734665988944e-06,0
0.23677225410938263,0.2177712768316269,0.262799471616745,0.181974858045578,0.100539930164814,0.00014215179544407874,0
